stop,degree,clusterring_coefficient,closeness,betwennesses,page_rank
Domaszczyn Wrocławska sklep,5,0.25,0.0406730134791215,0.028154212093446374,0.0013477451273837704
Pruszowice,2,0.0,0.04325814536340852,0.0,0.000583286067605861
Szczodre - pętla,6,0.16666666666666666,0.03940639269406393,0.020863090512347252,0.001475074494366973
Drukarska,6,0.3333333333333333,0.07095872389409637,0.02572349859159296,0.0009215899043506847
Drzewieckiego,4,0.0,0.06121869901397461,0.014754504237613158,0.0009256589666888866
Orlińskiego,4,0.0,0.06380776340110905,0.016319150846190057,0.0008366525045608101
Dubois,13,0.136986301369863,0.078219885797154,0.15715269481352467,0.0027276780220513667
Rynek,14,0.18032786885245902,0.07981871994080651,0.141285861587325,0.002341881510332961
Uniwersytet Wrocławski,2,1.0,0.07255759206322515,0.0,0.0005048291566459202
pl. Bema,12,0.11475409836065574,0.07872650976099252,0.19402574718817883,0.002368465267467619
Dworska,4,0.0,0.061101670914755025,0.08062658425352519,0.0008015195529842396
Górnicza,9,0.15625,0.06461515423779575,0.09623569961803381,0.0015324209564213198
STADION WROCŁAW (Królewiecka),8,0.0,0.05799731182795699,0.07872379008329401,0.0017289264907364905
Działdowska,6,0.0,0.057931127072564946,0.017251938813941617,0.0012694924311113032
Kowale (Stacja kolejowa),4,0.0,0.0585045081689377,0.009633923282421873,0.0009234799644771194
Tczewska,4,0.0,0.05502773704010712,0.014824308748545413,0.0008033303981917838
ROD Bajki,8,0.16666666666666666,0.06186823428202739,0.005636553727952161,0.0014516375184846116
Dzielna,4,0.0,0.06285964017772598,9.261922877352794e-05,0.0008913525127106732
KOZANÓW,7,0.2631578947368421,0.0670603776517212,0.0019388202272867781,0.0013190592557537624
Wiślańska,4,0.0,0.0652305366591081,0.0013688109339979335,0.0008094304607121496
Łosice,4,0.0,0.0355217122864787,0.006944201731580782,0.0009422470658669327
POPOWICE (Stacja kolejowa),8,0.2,0.07321625519640282,0.10584775400661742,0.0018221563466318414
Długołęka - Broniewskiego (na wys. nr 11),4,0.5833333333333334,0.040465138087869834,0.007081913858307652,0.0004387303718788641
Długołęka - Kasztanowa,8,0.26,0.04362331294545822,0.03206863501571436,0.0016805597951517674
Długołęka - Parkowa/skrzy.,7,0.3157894736842105,0.04218192482526028,0.01299247245038783,0.0017007744039994493
Długołęka - SELGROS pętla,5,0.75,0.042052431536887244,0.0,0.0011369230874130507
Długołęka - Kościół,5,0.05555555555555555,0.04216749731261605,0.023414398518107848,0.0009357150380038332
Długołęka - Wiejska,4,0.0,0.04502765313576124,0.03006497684743323,0.0009825020048421693
Długołęka - Nowy Urząd,4,0.0,0.04070562709306165,0.011058267501554697,0.0009529058127599327
Długołęka Urząd Gminy,2,0.0,0.04047272897809877,0.008316530135079788,0.0004387303718788641
Kamień - Bursztynowa,4,0.0,0.039354279720917505,0.009089604794169622,0.0012098245667789855
Szczodre-Trzebnicka (na wys. nr 3a),2,0.0,0.04048032271682537,0.006047105697061473,0.0006554971922442888
Mirków - Jagiellońska,4,0.0,0.04656056110062045,0.031751233802837085,0.0010629927935560174
Długołęka-Parkowa skrzy. Konopnicka,2,0.0,0.03790907094223589,0.004963933615268595,0.0006618177477282724
Gwiaździsta,3,0.6666666666666666,0.06760673717195456,0.0004389272810502182,0.0004438728547031264
Komandorska,4,0.1,0.06810827874674454,0.0013446630493726185,0.0007044215192691778
LEŚNICA,14,0.18032786885245902,0.04324730643948885,0.14519547659293064,0.0024035407685266443
Zajazdowa,4,0.0,0.040014837483191915,0.002216565892285674,0.000942319850489255
Średzka,11,0.18627450980392157,0.041797839879885695,0.06280393803502428,0.002070497476160216
Fiołkowa,4,1.0,0.06372766208831783,0.0,0.0008183900523663858
GRABISZYŃSKA (Cmentarz),9,0.25,0.06374178299726715,0.005189903025382147,0.0016675647263023627
Ostrowskiego,4,0.0,0.06377946936663957,0.01129991931477602,0.0008366310252460509
ROD Oświata,4,1.0,0.06558249107075005,0.0,0.000685117790568149
Wrocławski Park Technologiczny,9,0.1875,0.06875946139749821,0.14513493076752232,0.0013005014267118576
Ferma - stadnina koni,4,0.0,0.03128625290023202,0.006940393006643312,0.0014897561960513176
Gałów przy posesji nr 2,2,0.0,0.0303403178174659,0.0023161528472683377,0.0008067574944329214
Las Ratyński,4,0.0,0.03228823705477402,0.009237726271867683,0.0012886862739985108
Fieldorfa,4,0.0,0.04497837077187679,0.008231883694356576,0.0010703886413922297
Fieldorfa (Szpital),4,0.0,0.046894528066076184,0.010343709650861834,0.0010314623937930682
Stoszowska,4,0.0,0.04322781005810459,0.006249419960139269,0.0010786023833389761
Kosmonautów (Szpital),6,0.0,0.049009029473564655,0.15423497402496433,0.00142212744737739
Świeradowska,6,0.3333333333333333,0.055882924302272874,0.02043195447996907,0.001759792729715995
Hala Targowa,6,0.3333333333333333,0.07589482015653856,0.008604507475750159,0.0010265853948642763
Ogród Botaniczny,11,0.1,0.07930527476566808,0.3083051372443564,0.0015666869138978383
Oławska,4,0.25,0.07732974910394265,0.0023161528472683377,0.0007896116707043409
Park Staromiejski,8,0.34,0.07732282053579428,0.0015024820183751847,0.0010261184694558489
Urząd Wojewódzki,12,0.1935483870967742,0.07625695855792171,0.042120969448048565,0.0013315961010285774
pl. Nowy Targ,4,1.0,0.07524631615659604,0.0,0.0006419734465073635
pl. Wróblewskiego,8,0.16666666666666666,0.07606204829895999,0.08768876891205342,0.0011082556248281311
GAŁÓW (pętla),2,0.0,0.02944990444990445,0.0023161528472683377,0.0008593549813790941
Gałów Przedszkole,2,0.0,0.028610263890730674,0.0023161528472683377,0.0009040628452833411
GIEŁDOWA (Centrum Hurtu),4,0.0,0.054554649472153736,0.009864025382933428,0.001118844439639721
Marchewkowa,4,0.0,0.05479365079365079,0.009401830815215726,0.0010831465216441438
GRABISZYNEK,2,0.0,0.0648043853720808,0.0,0.000581521122656853
GRABISZYŃSKA (Cmentarz II),4,0.5,0.059930555555555556,0.0003622833555647676,0.0007552227426090732
OPORÓW,5,0.5,0.05686985172981878,3.589163146956736e-05,0.0008020733899719167
Solskiego,6,0.16666666666666666,0.060286412853650016,0.0009723162667889455,0.0010852680467715874
Gajowa,7,0.2777777777777778,0.06527987897125567,0.0003607697644623487,0.0011245226177869657
Prudnicka,6,0.3333333333333333,0.06491162091011658,0.017413884902482937,0.001052667701301752
Gajowicka,7,0.0,0.07155887230514096,0.06740237709745248,0.0015691456611711043
Krucza,12,0.040983606557377046,0.06931170187133563,0.023411712980798367,0.0020941947361390605
Mielecka,4,0.0,0.07027687296416939,0.06044051028886597,0.001026112393321999
Gajowicka (szkoła),2,0.0,0.06185049810076686,0.004850364468997963,0.0005122427419650364
Gazowa,6,0.3333333333333333,0.0525034982052686,0.003451332805711801,0.0011843185645784703
Karwińska,10,0.2,0.05501721280122402,0.049638961518707926,0.0019236748275022063
TARNOGAJ,8,0.0,0.05068123091378905,0.002778401317713131,0.00155307293582889
Wiaduktowa,6,0.3333333333333333,0.052353797621936426,0.0201902624963446,0.0012481931785706317
Gałczyńskiego,4,0.0,0.04695576473148702,0.00019917390996532715,0.0010511912119160317
Grota-Roweckiego,4,0.0,0.048790140208050656,0.001553132832301391,0.0010492226807711218
Oboźna,4,0.0,0.04813967758130195,0.0009581611573514226,0.0010156716740639877
Gałowska,4,0.0,0.03306260056700636,0.0046296171828161085,0.0012178090275216397
Samotworska,4,0.0,0.03418634130882586,0.0069363602390624625,0.0011438256793830524
Samotwór - Dębowa,4,0.0,0.03200801127512796,0.002317497103128621,0.0013131105945240764
Stadion Wrocław (Lotnicza),4,0.0,0.056035322381663526,0.15878895441137508,0.0009904714211591528
SĘPOLNO,6,0.0,0.055828697114762585,0.03252577256002885,0.0013098530021817406
Godzieszowa (na wys. nr 8),4,0.0,0.03365834633385335,0.002317497103128621,0.001373966407848547
Godzieszowa - transformator,2,0.0,0.032563580107161726,0.0,0.0007575468344467439
Siedlec - stacja,6,0.0,0.03482647296206618,0.009154897706609886,0.001963907602791898
Gorlicka,5,0.125,0.05786509320101918,0.017209188449304913,0.0009938843303611599
MULICKA,5,0.125,0.060796054948925676,0.020110316638439978,0.001169256048887714
Palacha,4,0.2,0.0548737839384498,0.023353518178872455,0.0009192014801120164
Szewczenki,8,0.2,0.05521079905316358,0.016593479500150617,0.0015215971692836253
Miłoszycka,6,0.3333333333333333,0.04707615099279948,0.012806132258223475,0.0012191937389354765
Prężyce przy posesji nr 22,4,0.0,0.02859604360648133,0.0013863086644459559,0.0011187359127119074
Grabiszyńska,8,0.16666666666666666,0.07104050049390846,0.004486113745039219,0.0014267907163269908
Kolejowa,4,1.0,0.07027115055777217,0.0,0.0007589776792567625
Pereca,4,0.0,0.06680600712184549,0.0018564387732514075,0.0008402308703821726
Zaporoska,8,0.1,0.06987854251012146,0.0031539366338552695,0.0013710232032619627
Graniczna,4,0.0,0.04617936643835616,0.013929107194536217,0.0010417943176529454
Przybyły,4,0.0,0.048217677952843895,0.016052583368497287,0.0010614554471980848
Skarżyńskiego,6,0.19230769230769232,0.04431094680632573,0.011905822890694917,0.001471992852291701
Graniczna (Strachowicka),6,0.19230769230769232,0.0430445408748566,0.00706968319921072,0.001473868918052493
Rdestowa,4,0.0,0.041864752110216355,0.005553567427799288,0.001047459300538475
Zarembowicza,3,0.6666666666666666,0.042733349839069075,0.0011587485515643105,0.001008271946041967
Grawerska,3,0.16666666666666666,0.0447242951907131,0.018318174608082202,0.0009317524532443857
Polanowicka,5,0.0,0.049904585670502516,0.03479421387332059,0.0022322431190030306
Grochowa,4,0.0,0.06487258513117342,0.002850036958717629,0.0008337154307823876
Stalowa,6,0.0,0.06436935928992317,0.0039054288639123716,0.0012826825837114432
Gromadzka,4,0.0,0.03532831177337482,0.016718298374273792,0.0010093716530596465
RATYŃ,4,0.0,0.036217894913547086,0.018331002129855823,0.000995560588100983
Ratyń - skrzyżowanie,8,0.0,0.03448964910878427,0.018237612167603525,0.001941869609438203
Kurpiów,4,0.0,0.05104998521147589,0.003666079002023553,0.001009071304931053
Grunwaldzka,4,0.0,0.0686173173252763,0.00016483137334427682,0.0007344754682887243
Piastowska,8,0.0,0.07114591920857379,0.0019074454275608956,0.001339743917759019
Grzybowa,2,0.5,0.034756343133306486,0.01146191914311475,0.0006802648737057809
Piłsudskiego,6,0.25,0.0705641864268193,0.004893325409910286,0.000902030114824569
Zielińskiego,6,0.19230769230769232,0.06763852966533428,0.0007143871845105891,0.0009091747042534017
Góra Kapliczna,4,0.0,0.05030016902721921,0.002317497103128621,0.0012809484747665799
Witkowska,4,0.0,0.05295453150886666,0.0046296171828161085,0.0011694712534155243
ŚLAZOWA,2,0.0,0.04789388978300683,0.0,0.0007180142128869072
Górnickiego,4,0.0,0.07380484050286497,0.0014498283349455433,0.0006802540064370949
KOZANÓW (Dokerska),7,0.3888888888888889,0.06372295650889759,0.0004920424533924088,0.0011723163879999426
Modra,10,0.2682926829268293,0.06707080127457837,0.09559934489682155,0.002046236262830072
Rękodzielnicza,4,0.0,0.06203723671914312,0.01607071682388388,0.0007864037576247759
Gądowianka,6,0.2692307692307692,0.06434056512338776,0.01759710749097783,0.0009999636353843306
Na Ostatnim Groszu,8,0.08333333333333333,0.06723802103622906,0.04197771441523279,0.0012688768593266924
Szkocka,7,0.2222222222222222,0.06584267948424506,0.0656782301332817,0.0012159204693396911
Gąsiorowskiego,4,0.0,0.06019390388505266,0.0015582606255426718,0.0012666864795861914
Jutrosińska,6,0.07692307692307693,0.05966125129623229,0.016972753268224842,0.0014297137905510062
Gąsiorów,4,0.0,0.027583341323872534,0.0046296171828161085,0.0012441517870312047
Głoska - ul. Średzka,4,0.0,0.028361102895264386,0.0069363602390624625,0.0011882811708542433
Księginice ul. Sportowa,4,0.0,0.02684542881139764,0.002317497103128621,0.0013306380666048023
Głogowska,4,0.0,0.06796881153028274,0.006635880478480004,0.0008342445067134184
Niedźwiedzia,8,0.16666666666666666,0.06714908185496421,0.01590442288178802,0.001331975494549124
Szczepin,7,0.0,0.06901239504198321,0.008114774925333454,0.0013326656576845381
Lubiatów,4,0.0,0.02918202414364454,0.009237726271867683,0.0011433071770702852
Głubczycka,4,1.0,0.05218285161446366,0.0,0.0008711178704362228
KSIĘŻE MAŁE,8,0.16666666666666666,0.05221126504930728,0.020717671318688114,0.0017434448877634678
Główna,8,0.0,0.042724887370661914,0.03874704827016408,0.001869914262155336
Marszowice,6,0.0,0.04120511841100077,0.026314355622259773,0.0014580880655642961
Park Stabłowicki,4,0.0,0.041542312506017136,0.00994457747001386,0.0009464934261219645
STABŁOWICKA (Ośrodek zdrowia),4,0.1,0.04100346842780444,0.003427615598642584,0.0010534881178205977
Hala Orbita,10,0.3170731707317073,0.06939530395625602,0.09793197656440551,0.001503425798262729
Wejherowska,9,0.375,0.07222966186809508,0.12067066550911054,0.0014658229146648992
most Milenijny,8,0.16666666666666666,0.0657373552711761,0.07546466603334108,0.0013690044020347682
Hala Stulecia,7,0.3333333333333333,0.0663692993924479,0.022753623550193766,0.001137635969512192
Mickiewicza,6,0.15384615384615385,0.06659464464850683,0.03486224657346644,0.0012196228720811597
ZOO,4,1.0,0.062387045470975205,0.0,0.0007259270129796516
Jastrzębia,4,1.0,0.0701454929691945,0.0,0.0006623232802236866
KRZYKI,20,0.16666666666666666,0.07092956357360072,0.11429212144376805,0.002993703549171135
Orla,8,0.5,0.07052958483164433,0.0011479945046820434,0.0012299261388442927
Racławicka (szkoła),2,0.0,0.07015119492765404,0.00607866749713524,0.00040096397571927464
Sudecka,6,0.0,0.07068555983291015,0.01255697603809267,0.0010800864832079845
Sztabowa,4,1.0,0.07022540483359102,0.0,0.0006378381471909875
Hartmana,4,0.0,0.037508692628650905,0.0032724745060712236,0.0009658307617272271
Polkowicka,4,0.0,0.03881442835297293,0.005297477155157261,0.0008333581750014745
KUŹNIKI,8,0.0,0.055455596966970826,0.04960408554163076,0.001525210077979061
Hippiczna,4,0.0,0.06262245120092881,0.000179480561612175,0.0008031997958593608
PARK POŁUDNIOWY,9,0.1875,0.06641015775298191,0.011816256194731081,0.0016705255901002607
Husarska,4,0.0,0.0627545084351367,0.03509324675605918,0.0008057216668610091
rondo Św. Ojca Pio,12,0.0,0.05929233940226726,0.03398837628973718,0.002523589827514969
IWINY - pętla,2,0.0,0.03392562308357575,0.0023161528472683377,0.0009220320574467539
Iwiny - rondo,4,0.0,0.03775483419371774,0.006940393006643312,0.0015482759181385565
Inflancka,5,0.25,0.052509887435351385,0.0019287831168633312,0.001375165724368883
Kowieńska,4,0.0,0.05021821355833576,0.00017486528315853523,0.0011535987088282169
LITEWSKA,6,0.38461538461538464,0.05515434268549882,0.007998123251999409,0.00136918504776356
Inowrocławska,5,0.125,0.07391229873244262,0.009216678422085884,0.0009224439587980126
Pl. SOLIDARNOŚCI,2,1.0,0.0688362447156417,0.0,0.000434970232770548
Kolbuszowska (Stadion),4,1.0,0.06544820263916275,0.0,0.0008499330974516247
Krucza (Mielecka),6,0.3333333333333333,0.06813516500868466,0.016673753720618256,0.0011749342219389074
Irysowa,6,0.3333333333333333,0.06414449234428422,0.02447115526659187,0.0010013338733909612
Obornicka (Obwodnica),6,0.0,0.06423520655005582,0.06034950765650213,0.001019787393679774
Zajezdnia Obornicka,7,0.4444444444444444,0.06266792535037398,0.005108547660732021,0.0011808524605784155
Iwiny - Kolejowa,2,0.0,0.03638586727380049,0.0023161528472683377,0.0008316283763199977
Iwiny - Kościuszki 21,2,0.0,0.03511270241679551,0.0023161528472683377,0.0008804952309831087
Vivaldiego,4,0.0,0.03922370693573311,0.009237726271867683,0.0013904413134063654
JANÓWEK (WOŚ),4,0.0,0.0411736641221374,0.002317497103128621,0.0011816346390232197
Janówek,2,0.0,0.039547245898634405,0.0,0.0006758058326959791
PRACZE ODRZAŃSKIE,8,0.0,0.042935323383084575,0.00882556462266802,0.00204041680056718
JARNOŁTÓW,2,0.0,0.03417821782178218,0.0,0.0006262568426863565
Jarnołtowska (Samotworska),6,0.0,0.03538625553550927,0.011544469328114036,0.001597573170265573
Jagodzińska,4,0.0,0.04252069373275522,0.013824327267154721,0.0012948360007203937
Kajdasza,4,0.0,0.04080764138452809,0.011533715281231769,0.0013148539696149826
Malinowskiego,4,0.0,0.04437930679831328,0.01610956222963654,0.0013233222412303914
Jaksonowice (na wys. bud 27),2,0.0,0.03035419084801801,0.0009463264472633934,0.00043154127532862906
Jaksonowice - skrzy.,3,0.0,0.029566945319994518,0.0014898539001046555,0.0013339659857263782
Skała - wieś,4,0.0,0.030271142446245045,0.003077548095467029,0.0018671642131433733
Januszkowice - Wierzbowa,4,0.0,0.032237579379902875,0.004912277237745777,0.0008961684934922324
Januszkowice - skrzy. Kępa,5,0.0,0.03129419443739348,0.003338153625353889,0.0009103417560618284
Michałowice Skrzyżowanie,4,0.0,0.03043662269873739,0.0011737073260303362,0.0008373153769800434
Krzeptowska,4,0.0,0.03666723317471108,0.013824327267154721,0.0009541595979606145
Jarocińska,4,0.0,0.0591622677726743,0.013824327267154721,0.0009615474655678566
Lipska,6,0.0,0.055897402681520825,0.01154984635155517,0.0015933777901010033
OSOBOWICE,6,0.3333333333333333,0.06282303268544806,0.01610956222963654,0.0011875740491580987
Jarzębinowa,4,0.0,0.0661759067556169,0.0023403822689817234,0.00086236400163917
Skierniewicka,4,0.0,0.06256343337683051,0.00028647133579034367,0.0009005373810646213
Jerzmanowo (Cmentarz II),3,0.0,0.039261180110095086,0.023215425413618533,0.0010468100377517533
Pietrzykowice - Wrocławska/Stawowa,4,0.0,0.05911768735443211,0.004778146275566513,0.0010100394109477952
Jaworowa,4,0.0,0.06286879871785532,0.0015458435887239614,0.0008706045761283522
Weigla (Szpital),4,0.0,0.05970665559706655,0.0004981971107632778,0.000904413313471007
Wiśniowa,8,0.0,0.06685258346889766,0.007569828564179618,0.0014711426201979433
Jedności Narodowej,5,0.25,0.07123400742880727,0.0008533834716880445,0.0008310306113692191
Na Szańcach,4,0.0,0.0730860433604336,0.0018365855190330905,0.0008117088798018863
Jeleniogórska,6,0.3333333333333333,0.0431370588823353,0.01371485050032655,0.001163956687043018
Wschowska,6,0.3333333333333333,0.04466873706004141,0.1482726895678811,0.001157356736688543
Jerzmanowo (Cmentarz I),6,0.0,0.04404634308171285,0.04923183888753156,0.002248341896195588
Jerzmanowska nr 17,4,0.0,0.045892049986705666,0.050499136099813775,0.001289204821349188
Piołunowa,3,0.0,0.04219429912482277,0.024648969200039766,0.0008106413150331949
Jerzmanowo (Cmentarz),4,0.0,0.03907983516732328,0.002931982061737697,0.00103563168904042
Kaczorowskiego,4,0.0,0.04057930126487046,0.005788639402479988,0.0009582771378423965
Osiniecka,4,0.0,0.039925977330557486,0.0028443573675932033,0.0010700065749324461
Jerzmanowska nr 9,4,0.0,0.0479045240077713,0.052622388231131564,0.0011260317795670437
Żernicka,6,0.0,0.050107414503861115,0.062547296123817,0.0014276774801736316
Tyniecka,2,0.0,0.05728129563255011,0.0023161528472683377,0.000683065015449439
Kamieńskiego (Szpital),6,0.0,0.05637943424576991,0.014121912626532986,0.0015714472383458647
KAMIEŃSKIEGO (pętla),2,0.0,0.05337373987259571,0.0,0.0006188544953091061
KARŁOWICE,2,0.0,0.06324661048002932,0.0,0.0005493930993823387
KIEŁCZOWSKA (LZN),5,0.125,0.061257808063600226,0.11573982901973381,0.0011555386464876514
Poleska,7,0.16666666666666666,0.05827143821742066,0.10617152530586522,0.0013543016721077814
Psie Pole (Rondo Lotników Polskich),13,0.04794520547945205,0.06455232253721295,0.33290886902734373,0.0025216690184051756
KLECINA,6,0.0,0.05665703781512605,0.013298062046676327,0.0013931762983794207
Kościelna,6,0.0,0.05587930587930588,0.013418939379392278,0.0015147403255093847
Skarbowców,4,0.0,0.05900451251196499,0.00659525608500119,0.0009827587159547482
KLECINA (Stacja kolejowa),2,0.0,0.052925303569238316,0.0,0.0006027875366721024
KMINKOWA,2,0.0,0.0427799534030635,0.0,0.0007074026265830851
KOSZAROWA (Szpital),3,0.0,0.052795791019209594,0.00820040883301564,0.0009027087475108986
Kozanowska,4,0.5,0.06286421911421912,1.1202132169028524e-06,0.0008575535494124882
Krakowska,4,0.0,0.06409685086155674,0.05761799748214445,0.0008220391687170286
Kętrzyńska,4,1.0,0.07129285419248245,0.0,0.0008026452392330104
Wyszyńskiego,10,0.07317073170731707,0.07730204227875313,0.3015148259722293,0.0015733386266106816
Radio i Telewizja,4,1.0,0.06631320116797296,0.0,0.0006079488500978234
Zajezdnia BOREK,4,1.0,0.06624702540876641,0.0,0.0006894352172950705
Zimowa,7,0.3333333333333333,0.0664459501077918,0.010807921761480791,0.001354619834003482
KRZYŻANOWICE,4,0.0,0.04450518281677067,0.002183974918451287,0.0011798512320408275
POLANOWICE,4,0.0,0.04643279888087808,0.0035306033030387887,0.0011625247031906965
Psary - Parkowa,4,0.0,0.043388637506284564,0.0015056965825250637,0.0012050991107615755
Zagłębiowska,4,0.0,0.04964049467932125,0.0069363602390624625,0.0010340046552435248
Kołobrzeska,10,0.0,0.053632465353303085,0.07301240123547954,0.0018980027321856795
METALOWCÓW (Ośrodek sportu),4,0.0,0.05810665230272017,0.01699846814064919,0.0008760642107046616
Kadłub NŻ,4,0.0,0.03183327185540391,0.0019217033693325052,0.001226512703282894
Kadłub wieś,4,0.0,0.0327887537993921,0.004048764225587641,0.0012527898116209092
Miękinia Cegielnia,4,0.0,0.030936334958416977,0.00034883439574354824,0.0012246256993715223
Kadłubka,6,0.3076923076923077,0.06034121101943784,0.0047355932819654915,0.0007936564686082899
Kamiennogórska (Ośrodek dla niewidomych),6,0.0,0.04767165663149754,0.15653350996977272,0.0013244952822082353
Małopolska (Ośrodek dla niewidomych),6,0.0,0.04630076720854123,0.01825975718194976,0.0013618188893558024
Złotnicka,6,0.0,0.04610042735042735,0.1514913302194734,0.0012779977965507827
Kamień - skrzy.,6,0.0,0.03810154525386313,0.018383901833490878,0.0022278652420408343
Kamień - skrzy. Kryształowa,2,0.0,0.03670934535709728,0.01391499732493084,0.0008048395963560131
Kamień - skrzy. Diamentowa,2,0.0,0.03761168010459795,0.004137321396356811,0.0007460900265406401
Kamień - skrzy. Rubinowa,2,0.0,0.039074526849587975,0.004137321396356812,0.0006735046063876802
Kępińska,7,0.2631578947368421,0.06330228122936991,0.024589509626786094,0.001282435489024792
Milicka,4,0.0,0.053443150854594994,0.009576983562914674,0.0010981746640766163
Katedra,10,0.25,0.07684088683109251,0.05018805504971388,0.0015080277325859382
Reja,4,1.0,0.07280242955964232,0.0,0.0006863945449727041
Kiełczowska,6,0.3333333333333333,0.05547698637181795,0.09611030537229547,0.0012926373097646396
Kiełczowska (Cmentarz),6,0.3076923076923077,0.05293504263019076,0.09231692735589736,0.0015377468063657498
Żmudzka,8,0.3333333333333333,0.05276351186109073,0.0005794862971038455,0.0018613748934603763
Kiełczów - Sosnowa,2,0.0,0.05028258462972674,0.04224276991985547,0.000609306039581406
Kiełczów - Akacjowa,4,0.0,0.04198287604592333,0.03890159268869751,0.0011037642033488045
Kiełczów - Boczna,4,0.08333333333333333,0.040406405094109935,0.03868981206406902,0.0011284284253980014
Kiełczów - Biedronka,4,0.0,0.048616979325108445,0.08844188579598701,0.0012588978496421183
Kiełczów - Wrocławska,5,0.05555555555555555,0.04677506775067751,0.08513143169739569,0.002002505664306399
Kiełczów - Ładna,2,0.0,0.04637042609209607,0.048078385568807745,0.0007086426972090104
Kiełczów - Mleczna,4,0.3333333333333333,0.04337773309876854,0.044767931470216425,0.0015221917259969253
Kiełczów - pętla (Plac Jana Pawła),5,0.2222222222222222,0.04508881922675026,0.013485350747719916,0.0014663637409710452
Kiełczów - Rzeczna,4,0.0,0.03986143187066975,0.009187671071833856,0.0008975643549437997
Kiełczów - WODROL,6,0.0,0.04149836507020581,0.015415492959631596,0.0012701000588746603
Kiełczówek - Sielska Zagroda,4,0.0,0.03834533013418644,0.006901091853491754,0.0008566860246702772
Kiełczów - cmentarz,6,0.07692307692307693,0.04321915064102564,0.01813245809590777,0.0011566773843716253
Kiełczów - osiedle,4,0.0,0.03989644491701724,0.0018278484144467208,0.001104070947608154
Kiełczów - pętla/Wrocławska,3,0.0,0.044777668240543765,0.028710542564981168,0.0009867816601768946
Kiełczów - Zgodna,3,0.0,0.042869206696140284,0.028710542564981168,0.0010123755222614707
Śliwice,4,0.0,0.04125239005736138,0.023403091250776314,0.001142864771443879
Wilczyce - Sosnowa,4,0.0,0.03975859209435179,0.0013639620110733398,0.001342583889762876
Kiełczówek,2,0.0,0.03693400667636737,0.004632305694536675,0.000537702671595979
Kiełczówek - pętla,2,0.0,0.03562288450425163,0.004632305694536675,0.0006306583819676932
Kiełczówek - skrzy. Imbirowa,3,0.0,0.03440165829546361,0.004632305694536675,0.0007096707357836497
Wilczyce Wilczycka Clarena,2,0.0,0.03327164777546457,0.0035034485051019396,0.0004752211738191625
Klimasa,4,0.0,0.05065148491606996,0.0012985183449982828,0.0007457512808829224
Miękinia - Urząd Gminy,7,0.1111111111111111,0.03292133974212253,0.032277846036103126,0.0014696674950985349
Zabór Wielki,4,0.0,0.030968529084580327,0.013824327267154721,0.0010207999294980122
Kmieca,4,0.0,0.03970919799383426,0.009237726271867683,0.0011342877511055433
Smocza,4,0.0,0.03820443578733012,0.0069363602390624625,0.0011831575926828529
Zagrodnicza,4,0.0,0.041333397193352175,0.011533715281231769,0.0010772580308334538
Śniadeckich,8,0.16666666666666666,0.07155293922560318,0.026992408912205126,0.0014785881861482729
PILCZYCKA (Anima),4,1.0,0.06611506933272045,0.0,0.0008654308486615029
Kolumba,6,0.19230769230769232,0.050444236614449384,0.010100435686292812,0.0011208724784006958
Magellana,4,0.0,0.04808067301799543,0.007838949244009333,0.0008229012878407817
Kominiarska,4,0.0,0.05429380308273042,0.028662223452963143,0.0010745286340837273
LIPA PIOTROWSKA,6,0.3333333333333333,0.05155008661370288,0.018389420168677225,0.0014793708460089311
Lawendowa,2,0.0,0.05152854072128015,0.018318174608082202,0.0006302857805966957
Kominiarska (plac sportowy),3,0.16666666666666666,0.04676492901268018,0.018318174608082202,0.0007765620320366675
Pracze Widawskie,2,0.5,0.04470112918263752,0.0,0.0005036499747266951
Komuny Paryskiej,6,0.07692307692307693,0.0720066750104297,0.0036251232856381902,0.001024064984135043
Komuny Paryskiej (szkoła),2,0.0,0.06719090625973217,0.0001441519842448153,0.0004637628566160399
Kopańskiego,3,0.6666666666666666,0.060672103487064116,0.03558526779995621,0.0008335603224906138
Wallenroda,7,0.3157894736842105,0.058118391810896355,0.10639994958322813,0.0016232833396006554
Kopernika,2,0.0,0.06245024965627035,0.007989777008582378,0.0005191709248674432
Sołtysowicka,4,0.0,0.052795791019209594,0.009237726271867683,0.0010117240510564536
Kowalska 56,4,0.0,0.06183277208569177,0.011468570081755058,0.000918069014630129
Północna,4,0.0,0.045586603982885214,0.0027994128290402286,0.0011652386002196178
Nowy Dwór (Stacja kolejowa),8,0.3333333333333333,0.05526029327015432,0.025842944294461354,0.0014708219004202665
Szczecińska,4,0.0,0.05160557316271004,0.00940132023510451,0.0008993947725480797
Szkoła Żerniki,4,0.0,0.05179450246068899,0.0594377794708551,0.0009007801949652058
Końcowa,4,0.0,0.0600807574491785,0.009067110330845254,0.0008767022993386279
Krzemieniecka,4,0.0,0.05700885189589114,0.007111158309427982,0.0008177011823481087
WAŁBRZYSKA,6,0.0,0.05526737111751521,0.016398493244474694,0.0015318583188922948
Świstackiego,4,0.2,0.06876494023904382,0.008635552766676975,0.0007703887822115732
Rodła,4,0.2,0.037190260719672484,0.019983361433316207,0.0009246271163282865
Krajobrazowa,4,0.0,0.033353946046224006,0.011533715281231769,0.0011339500695660963
Krakowiany - skrzy.,4,0.0,0.03095075852670086,2.9573628926235303e-05,0.0012176213528919445
