stop,day_tram_degree,day_tram_clusterring_coefficient,day_tram_closeness,day_tram_betwennesses,day_tram_page_rank,day_tram_weighted_degree,stop,night_tram_degree,night_tram_clusterring_coefficient,night_tram_closeness,night_tram_betwennesses,night_tram_page_rank,night_tram_weighted_degree,stop,night_bus_degree,night_bus_clusterring_coefficient,night_bus_closeness,night_bus_betwennesses,night_bus_page_rank,night_bus_weighted_degree,stop,night_degree,night_clusterring_coefficient,night_closeness,night_betwennesses,night_page_rank,night_weighted_degree,index,day_degree,day_clusterring_coefficient,day_closeness,day_betwennesses,day_page_rank,day_weighted_degree,stop,day_bus_degree,day_bus_clusterring_coefficient,day_bus_closeness,day_bus_betwennesses,day_bus_page_rank,day_bus_weighted_degree
,,,,,,,,,,,,,,Magellana,2.0,0.0,0.047045501338274655,0.027980920572766712,0.0022579185893752945,5.0,Magellana,2.0,0.0,0.047045501338274655,0.027980920572766712,0.0022579185893752945,5.0,ROD Bajki,4,0.028156147130252357,0.06489586477512828,0.01340661125700517,0.001616991197375852,143.5,Fieldorfa,2.0,0.0,0.03726995283455101,0.008769631490529105,0.0013360258539079869,25.75
,,,,,,,,,,,,,,Monopolowa,2.0,0.0,0.0513137210869077,0.029118200314791357,0.0021132997528861296,6.0,Monopolowa,2.0,0.0,0.0513137210869077,0.029118200314791357,0.0021132997528861296,6.0,Dzielna,2,0.0,0.0685532084495815,0.0,0.0009721958507587846,94.875,Fieldorfa (Szpital),2.0,0.0,0.03853509275196022,0.011210948938859176,0.0014171459920836716,25.25
,,,,,,,,,,,,,,Kominiarska,3.0,0.0,0.06311282971965199,0.04719950861837307,0.002607857254091461,7.0,Kominiarska,3.0,0.0,0.06311282971965199,0.04719950861837307,0.002607857254091461,7.0,KOZANÓW,5,0.03256305388445112,0.07357973990417523,0.34071527194953566,0.0011256802485782897,108.6875,Stoszowska,2.0,0.0,0.03697078115682767,0.006414623244917775,0.0012645404086592822,25.75
,,,,,,,,,,,,,,LIPA PIOTROWSKA,2.0,0.0,0.05949746126806405,0.0344734922645783,0.0018298781402230969,5.0,LIPA PIOTROWSKA,2.0,0.0,0.05949746126806405,0.0344734922645783,0.0018298781402230969,5.0,Wiślańska,2,0.0,0.07138114209827358,0.0,0.0008952062305754507,94.875,Kosmonautów (Szpital),3.0,0.0,0.0399009900990099,0.016105913721621994,0.0016184541873728248,25.75
,,,,,,,,,,,,,,Lawendowa,2.0,0.0,0.05944328824141519,0.004645091942109102,0.0019929326127382093,5.0,Lawendowa,2.0,0.0,0.05944328824141519,0.004645091942109102,0.0019929326127382093,5.0,Łosice,2,0.0,0.03834492598537542,0.0,0.0008844146540155799,3.125,Fiołkowa,2.0,0.20516365391717947,0.06507872426322164,0.0,0.0011187755308369363,77.75
,,,,,,,,,,,,,,Kominiarska (plac sportowy),2.0,0.0,0.05611493123772102,0.0002687243272294522,0.002073827823717122,5.0,Kominiarska (plac sportowy),2.0,0.0,0.05611493123772102,0.0002687243272294522,0.002073827823717122,5.0,POPOWICE (Stacja kolejowa),5,0.028012635096129907,0.07550482879719052,0.003518152529983485,0.0014586634251324343,194.625,Świeradowska,3.0,0.045009739457729264,0.05531155640955256,0.0447636514957693,0.0011850356569955913,77.25
,,,,,,,,,,,,,,Komuny Paryskiej,2.0,0.0,0.07700084245998315,0.1872784623849924,0.001177386554674104,7.5,Komuny Paryskiej,2.0,0.0,0.07700084245998315,0.1872784623849924,0.001177386554674104,7.5,Długołęka - Broniewskiego (na wys. nr 11),4,0.004289717198816417,0.04291417165668663,0.015196144787069875,0.000824696549924905,5.125,Ogród Botaniczny,6.0,0.023443883462322172,0.07586596385542169,0.1512861612440855,0.0021285964778877367,161.375
,,,,,,,,,,,,,,Kopańskiego,2.0,0.06667006480427268,0.048416145778154465,0.0,0.0015263780444370037,7.0,Kopańskiego,2.0,0.06667006480427268,0.048416145778154465,0.0,0.0015263780444370037,7.0,Długołęka - Kasztanowa,5,0.00291479446545525,0.04454112285063186,0.10065787692557597,0.002029257054784503,17.75,Renoma,5.0,0.03868959441178392,0.07721046077210461,0.0027310697717429834,0.0014911442134069855,144.375
,,,,,,,,,,,,,,Wallenroda,4.0,0.016504013430091644,0.048472634705133646,0.04717071672616991,0.002533506916134824,12.5,Wallenroda,4.0,0.016504013430091644,0.048472634705133646,0.04717071672616991,0.002533506916134824,12.5,Długołęka - Parkowa/skrzy.,5,0.0017326747432620988,0.04291845493562232,0.0166215447924845,0.0019776901404715947,18.5,Urząd Wojewódzki,6.0,0.05777437728533563,0.07300063400054344,0.04458795061880615,0.0019330770200625459,195.5625
,,,,,,,,,,,,,,Sołtysowicka,2.0,0.0,0.05691158156911581,0.017390302890705978,0.0018291494136138098,2.25,Sołtysowicka,2.0,0.0,0.05691158156911581,0.017390302890705978,0.0018291494136138098,2.25,Długołęka - SELGROS pętla,3,0.00314204847402523,0.04278181275494976,0.02043208706716842,0.00027397630695619776,1.0,GAŁÓW (pętla),2.0,0.0,0.031689863961626166,1.5412357628346407e-06,0.0011063691800147297,5.875
,,,,,,,,,,,,,,Kowalska 56,2.0,0.0,0.05879325871606844,0.05541479519367346,0.0017012769428255117,6.0,Kowalska 56,2.0,0.0,0.05879325871606844,0.05541479519367346,0.0017012769428255117,6.0,Długołęka - Kościół,4,0.0018825568466567435,0.042912030337807494,0.10735170696050031,0.0014675734082317084,8.1875,Gałów Przedszkole,2.0,0.0,0.03272299135236085,0.0012391535533190512,0.0010829359694903228,5.875
,,,,,,,,,,,,,,Tczewska,2.0,0.0,0.05076085749194713,0.04025106530001152,0.0011258420298198971,1.0,Tczewska,2.0,0.0,0.05076085749194713,0.04025106530001152,0.0011258420298198971,1.0,Długołęka - Wiejska,2,0.0,0.045994223981174455,0.10213877683623467,0.0014687079038105527,15.125,GIEŁDOWA (Centrum Hurtu),2.0,0.0,0.05541042210917091,0.02205200129463804,0.0011788079833618358,39.3125
,,,,,,,,,,,,,,Północna,2.0,0.0,0.04531931773105911,0.04289991938270184,0.0020033283302402817,5.5,Północna,2.0,0.0,0.04531931773105911,0.04289991938270184,0.0020033283302402817,5.5,Długołęka - Nowy Urząd,2,0.0,0.04136604136604136,0.001063973793215475,0.001114841401067544,5.125,Marchewkowa,2.0,0.0,0.0543712898003238,0.019629178675461986,0.001541246576985707,56.125
,,,,,,,,,,,,,,Kołobrzeska,3.0,0.0,0.05812770287458662,0.07121674536450535,0.002512699036211981,8.25,Kołobrzeska,3.0,0.0,0.05812770287458662,0.07121674536450535,0.002512699036211981,8.25,Długołęka Urząd Gminy,2,0.0,0.04130246854288733,0.10222405717843895,0.0004891625516509258,0.75,GRABISZYŃSKA (Cmentarz II),2.0,0.299791279806915,0.06112543606855756,0.0,0.0011578994079315646,77.875
,,,,,,,,,,,,,,Nowy Dwór (Stacja kolejowa),2.0,0.0,0.056741991556990314,0.008939882529079811,0.001981277924517118,6.625,Nowy Dwór (Stacja kolejowa),2.0,0.0,0.056741991556990314,0.008939882529079811,0.001981277924517118,6.625,Kamień - Bursztynowa,2,0.0,0.039962825278810406,6.0914530145924136e-05,0.0012946024357683942,5.125,OPORÓW,3.0,0.16109534197590822,0.0613300867447877,0.0,0.001603795663148351,105.625
,,,,,,,,,,,,,,Szczecińska,2.0,0.0,0.055126658624849216,0.059522438481323665,0.00180968869593587,5.0,Szczecińska,2.0,0.0,0.055126658624849216,0.059522438481323665,0.00180968869593587,5.0,Szczodre-Trzebnicka (na wys. nr 3a),2,0.0,0.0414278144419288,0.01634404526626418,0.0012336542295786723,11.625,Solskiego,3.0,0.0611649153736032,0.06153611238357001,0.0,0.0015588488087156923,80.625
,,,,,,,,,,,,,,Końcowa,2.0,0.0,0.06426662916608072,0.050712119467158055,0.0020939202289299037,7.125,Końcowa,2.0,0.0,0.06426662916608072,0.050712119467158055,0.0020939202289299037,7.125,Mirków - Jagiellońska,2,0.0,0.04757163403031309,0.103633213309148,0.0013167075781378202,15.125,Gajowicka,4.0,0.0,0.07022741134442799,0.010418753756762171,0.0019100003305447882,115.0
,,,,,,,,,,,,,,Krzemieniecka,2.0,0.0,0.0608927381745503,0.047180314023570966,0.0022648798166131218,7.0,Krzemieniecka,2.0,0.0,0.0608927381745503,0.047180314023570966,0.0022648798166131218,7.0,Długołęka-Parkowa skrzy. Konopnicka,2,0.0,0.0414278144419288,0.0,0.001245046038199147,11.75,Krucza,7.0,0.01897861055098766,0.06979563560789748,0.011001340875113666,0.0028255419643565933,186.5625
,,,,,,,,,,,,,,WAŁBRZYSKA,2.0,0.0,0.04806984327337751,0.02055261238435257,0.0024013352084249237,5.0,WAŁBRZYSKA,2.0,0.0,0.04806984327337751,0.02055261238435257,0.0024013352084249237,5.0,Gwiaździsta,2,0.08425902056029935,0.07526034829789097,0.0,0.000464092097325512,32.0,Mielecka,2.0,0.0,0.0691133596295661,0.005465222015011636,0.0006826034555992009,27.75
,,,,,,,,,,,,,,Pułaskiego,2.0,0.06189100566635048,0.07739204064352244,0.0,0.0008629998080480444,7.0,Pułaskiego,2.0,0.06189100566635048,0.07739204064352244,0.0,0.0008629998080480444,7.0,Komandorska,3,0.023770934629929772,0.07345404851383669,0.0,0.000677848003428116,41.25,Gajowicka (szkoła),2.0,0.0,0.06571009293983368,0.0001849482915401569,0.0009226430632796456,46.625
,,,,,,,,,,,,,,Na Niskich Łąkach,2.0,0.0,0.06852601589443695,0.04289991938270184,0.0017770716483595486,6.0,Na Niskich Łąkach,2.0,0.0,0.06852601589443695,0.04289991938270184,0.0017770716483595486,6.0,LEŚNICA,9,0.011989170549513893,0.04653931489799232,0.16092084720830965,0.0026042511304058555,136.5,Gazowa,3.0,0.03227209281210511,0.049101431617423086,0.001750843826580152,0.0012676009973034983,54.3125
,,,,,,,,,,,,,,Żelazna,2.0,0.054968287526427066,0.07346085838289663,0.0,0.001663475390119687,6.5,Żelazna,2.0,0.054968287526427066,0.07346085838289663,0.0,0.001663475390119687,6.5,Zajazdowa,2,0.0,0.042839352428393526,0.0019600942144732923,0.0009316626375045348,14.0,Karwińska,4.0,0.016136046406052554,0.05124618514750763,0.04926097745172079,0.0019482782218379698,70.0625
,,,,,,,,,,,,,,Trawowa,3.0,0.0051924334018892005,0.05806123745394486,0.043667703174785986,0.002545996883515709,7.125,Trawowa,3.0,0.0051924334018892005,0.05806123745394486,0.043667703174785986,0.002545996883515709,7.125,Średzka,7,0.005022119000264754,0.04490861618798955,0.1394653960346897,0.0020473643069554444,72.8125,TARNOGAJ,5.0,0.0,0.05023371766905578,0.0009216589861751152,0.0013925819365436605,68.5625
,,,,,,,,,,,,,,Królewska,3.0,0.010784671925425733,0.046287855768256864,0.004376367614879651,0.0031707269333946545,15.5,Królewska,3.0,0.010784671925425733,0.046287855768256864,0.004376367614879651,0.0031707269333946545,15.5,Fiołkowa,2,0.273813365996763,0.06800569349992093,0.0,0.0016343217177812435,217.0,Wiaduktowa,3.0,0.03227209281210511,0.048922610015174506,0.019589106545628284,0.0012811548592343393,50.5
,,,,,,,,,,,,,,OSIEDLE SOBIESKIEGO,1.0,0.0,0.04424436053829025,0.0,0.001718539507164997,8.0,OSIEDLE SOBIESKIEGO,1.0,0.0,0.04424436053829025,0.0,0.001718539507164997,8.0,GRABISZYŃSKA (Cmentarz),5,0.06900159764845963,0.06802183026180496,0.006960500311340931,0.002117998228726038,262.5625,Gałczyńskiego,2.0,0.0,0.04602032659586616,1.849482915401569e-05,0.0011030030212724868,24.875
,,,,,,,,,,,,,,Ołtaszyn,2.0,0.0,0.0455269974098426,0.0027448270567008333,0.0023105553380394273,7.5,Ołtaszyn,2.0,0.0,0.0455269974098426,0.0027448270567008333,0.0023105553380394273,7.5,Ostrowskiego,2,0.0,0.06806489908982984,0.003126945880824106,0.0007006035991794543,46.3125,Grota-Roweckiego,2.0,0.0,0.047808292306779764,0.002376585546291016,0.0011283796158578785,24.75
,,,,,,,,,,,,,,Zacisze,2.0,0.0,0.06926341315550166,0.08516961623606792,0.0017700563447364235,8.5,Zacisze,2.0,0.0,0.06926341315550166,0.08516961623606792,0.0017700563447364235,8.5,ROD Oświata,2,0.07271740986977655,0.07191838100016726,0.0,0.0009723104326870541,112.25,Oboźna,2.0,0.0,0.04781396452512309,0.00011713391797543269,0.0010295719496116065,25.0
,,,,,,,,,,,,,,Małopanewska,2.0,0.0,0.07749703238935052,0.006410994663902645,0.0021170572990176786,9.5,Małopanewska,2.0,0.0,0.07749703238935052,0.006410994663902645,0.0021170572990176786,9.5,Wrocławski Park Technologiczny,5,0.008261177718616217,0.07657376903214318,0.41089016433386577,0.0010101303518605,112.6875,Gałowska,2.0,0.0,0.03487818598814315,0.004956614213276205,0.0010965458776931766,6.25
,,,,,,,,,,,,,,Kątowa,2.0,0.0,0.05237822349570201,0.008733540634957196,0.002326956568250576,4.5,Kątowa,2.0,0.0,0.05237822349570201,0.008733540634957196,0.002326956568250576,4.5,Ferma - stadnina koni,3,0.0,0.033941116110190225,0.006961853967566396,0.0014118031844011253,8.8125,Samotworska,2.0,0.0,0.03613053613053613,0.007425673905337299,0.0008748159474795924,6.25
,,,,,,,,,,,,,,Ługowa,2.0,0.0,0.04978755855757708,0.004376367614879651,0.0025110674604949083,4.5,Ługowa,2.0,0.0,0.04978755855757708,0.004376367614879651,0.0025110674604949083,4.5,Gałów przy posesji nr 2,2,0.0,0.03283069288032067,0.0011614370414489536,0.001014902140067694,5.875,Samotwór - Dębowa,2.0,0.0,0.033706925393108066,0.0024813895781637717,0.0012679423389797544,6.25
,,,,,,,,,,,,,,Wołowska,3.0,0.016484948488867463,0.07359098228663447,0.032745978732388964,0.002599722534460332,13.5,Wołowska,3.0,0.016484948488867463,0.07359098228663447,0.032745978732388964,0.002599722534460332,13.5,Las Ratyński,2,0.0,0.0351235450275679,0.00926983783198419,0.0008821654999271083,5.875,SĘPOLNO,3.0,0.0,0.05165011214354374,0.01595795508838987,0.001858164898566511,57.125
,,,,,,,,,,,,,,Wschowska,2.0,0.0,0.03732440378961124,0.008771929824561405,0.001878307498841623,4.5,Wschowska,2.0,0.0,0.03732440378961124,0.008771929824561405,0.001878307498841623,4.5,Fieldorfa,2,0.0,0.048284767840098816,0.006724964128110025,0.0008926574982053577,25.75,Godzieszowa (na wys. nr 8),2.0,0.0,0.035219576141577454,0.0024813895781637717,0.0016360157423642142,2.625
,,,,,,,,,,,,,,Średzka,1.0,0.0,0.034781946875713524,0.0,0.0017393126726932518,4.25,Średzka,1.0,0.0,0.034781946875713524,0.0,0.0017393126726932518,4.25,Fieldorfa (Szpital),2,0.0,0.05050801667939155,0.008222107913474294,0.0006906812286261606,25.25,Godzieszowa - transformator,1.0,0.0,0.034022794428028705,0.0,0.0009142901388577372,1.375
,,,,,,,,,,,,,,LITOMSKA (ZUS),2.0,0.0,0.07630656203038905,0.0,0.0018167445856749039,6.0,LITOMSKA (ZUS),2.0,0.0,0.07630656203038905,0.0,0.0018167445856749039,6.0,Stoszowska,2,0.0,0.046271387065533194,0.0052305276551966855,0.0009807260652316308,25.75,Siedlec - stacja,4.0,0.0,0.03650031700027172,0.09271611978484348,0.001979398583491714,3.125
,,,,,,,,,,,,,,POPOWICE (Stacja kolejowa),3.0,0.0,0.07517683829577233,0.04700916221991887,0.002466069012270459,8.0,POPOWICE (Stacja kolejowa),3.0,0.0,0.07517683829577233,0.04700916221991887,0.002466069012270459,8.0,Kosmonautów (Szpital),3,0.0,0.05297523715658495,0.011148712672929582,0.0017330917375596388,128.75,Gorlicka,3.0,0.027789481993546555,0.056163333565605184,0.05043539910300078,0.0012653208498581369,51.5625
,,,,,,,,,,,,,,Las Osobowicki,2.0,0.0,0.05967615565421781,0.004376367614879651,0.0018318660760434403,3.0,Las Osobowicki,2.0,0.0,0.05967615565421781,0.004376367614879651,0.0018318660760434403,3.0,Świeradowska,3,0.039836718397515195,0.05820249052517596,0.056322928229146925,0.0014799094809133774,146.25,MULICKA,3.0,0.05292229691205042,0.05895260386190755,0.0525314797404559,0.0012065175262249302,63.5625
,,,,,,,,,,,,,,RĘDZIN,1.0,0.0,0.056322405718511215,0.0,0.0011060539993490292,1.5,RĘDZIN,1.0,0.0,0.056322405718511215,0.0,0.0011060539993490292,1.5,Ogród Botaniczny,6,0.021596883159539396,0.0819359756097561,0.39638303056555757,0.0016560249365202317,222.5,Palacha,3.0,0.027789481993546555,0.05346600331674958,0.048792441779819055,0.0008869392390360842,22.875
,,,,,,,,,,,,,,Rzemieślnicza,2.0,0.0,0.05617701290719115,0.000355100003838919,0.0020558841025240817,5.0,Rzemieślnicza,2.0,0.0,0.05617701290719115,0.000355100003838919,0.0020558841025240817,5.0,Oławska,4,0.006230394721734746,0.0798736881211108,0.4001881582153396,0.000817550256467535,99.75,Szewczenki,5.0,0.016203561976299,0.05360111724413114,0.01488217252593129,0.0011681411780404462,45.5
,,,,,,,,,,,,,,Lekarska,2.0,0.0,0.0713950945164818,0.01699681369726285,0.0015962147500317868,5.0,Lekarska,2.0,0.0,0.0713950945164818,0.01699681369726285,0.0015962147500317868,5.0,Park Staromiejski,5,0.09585613554009412,0.0798736881211108,0.0,0.0011553887058458835,210.875,Miłoszycka,3.0,0.01527362007875939,0.045037997317836385,0.02213214555430544,0.0008883380102208919,14.875
,,,,,,,,,,,,,,Monte Cassino,2.0,0.0,0.05235422156031619,0.0033574545408013097,0.0019101706357782368,7.0,Monte Cassino,2.0,0.0,0.05235422156031619,0.0033574545408013097,0.0019101706357782368,7.0,Urząd Wojewódzki,7,0.0383123245306351,0.07887013939838591,0.0025746541408343936,0.0017219734108578524,273.4375,Prężyce przy posesji nr 22,2.0,0.0,0.028734402852049912,0.06203165698256862,0.0009001906434431001,1.25
,,,,,,,,,,,,,,MIŃSKA (Rondo Rotm. Pileckiego),4.0,0.005360045751601681,0.06124363441436612,0.04719950861837307,0.0029057076427002507,12.625,MIŃSKA (Rondo Rotm. Pileckiego),4.0,0.005360045751601681,0.06124363441436612,0.04719950861837307,0.0029057076427002507,12.625,pl. Nowy Targ,2,0.0,0.07761032397798033,0.0,0.0009512184575320659,151.875,Grabiszyńska,3.0,0.0,0.07033772580504408,0.0024844720496894407,0.000931806495945764,57.5
,,,,,,,,,,,,,,Park Tysiąclecia,2.0,0.0,0.057818825910931175,0.030231486813313373,0.001795838765412068,6.0,Park Tysiąclecia,2.0,0.0,0.057818825910931175,0.030231486813313373,0.001795838765412068,6.0,pl. Wróblewskiego,4,0.028380849276884324,0.07853164094603232,0.002206459647507919,0.0010219149776255721,101.375,Pereca,2.0,0.0,0.06609266092660927,4.93195444107085e-05,0.0005820642336314516,25.625
,,,,,,,,,,,,,,Rogowska,3.0,0.010720091503203362,0.0646942242355606,0.028364812468808787,0.0034191812930959584,17.125,Rogowska,3.0,0.010720091503203362,0.0646942242355606,0.028364812468808787,0.0034191812930959584,17.125,GAŁÓW (pętla),2,0.0,0.03179062546207304,1.3536562254649808e-06,0.0010368828469321043,5.875,Zaporoska,5.0,0.0398550821570741,0.06952471318899336,0.0073239523449902125,0.0018140720465885363,121.375
,,,,,,,,,,,,,,Tyrmanda,3.0,0.0,0.0578774062816616,0.025557602979001115,0.002683785205127995,10.75,Tyrmanda,3.0,0.0,0.0578774062816616,0.025557602979001115,0.002683785205127995,10.75,Gałów Przedszkole,2,0.0,0.03283069288032067,0.0011614370414489536,0.001014902140067694,5.875,pl. Legionów,4.0,0.05847574036207034,0.07519358149081071,3.082471525669282e-05,0.0018096192091942435,181.375
,,,,,,,,,,,,,,MUCHOBÓR MAŁY (Stacja kolejowa),2.0,0.0,0.07247066286076752,0.0487782640408461,0.0009339395858702679,3.0,MUCHOBÓR MAŁY (Stacja kolejowa),2.0,0.0,0.07247066286076752,0.0487782640408461,0.0009339395858702679,3.0,GIEŁDOWA (Centrum Hurtu),2,0.0,0.05769488796457802,0.020651379375693748,0.001084285351506809,39.3125,Grabowa,1.0,0.0,0.038371816234229944,0.0,0.0008603604602487176,12.625
,,,,,,,,,,,,,,Swojczyce,3.0,0.0,0.04536880770376253,0.04854313025452033,0.0028110705571064262,5.5,Swojczyce,3.0,0.0,0.04536880770376253,0.04854313025452033,0.0028110705571064262,5.5,Marchewkowa,2,0.0,0.05644896619625862,0.01837994422936351,0.0014093040210661596,56.125,Graniczna,2.0,0.0,0.04823747680890538,0.008242528859639659,0.0009828697665120434,38.75
,,,,,,,,,,,,,,Malwowa,2.0,0.0,0.04247606654893577,0.013013935275826328,0.002188300416359912,9.0,Malwowa,2.0,0.0,0.04247606654893577,0.013013935275826328,0.002188300416359912,9.0,GRABISZYNEK,1,0.0,0.06682725930530732,0.0,0.0001929901790669804,1.625,Przybyły,2.0,0.0,0.05044436099637001,0.009817671809256662,0.0010161996016255965,39.0
,,,,,,,,,,,,,,Niedźwiedzia,2.0,0.0,0.0779863481228669,0.004760259510921724,0.0020594143253728375,9.5,Niedźwiedzia,2.0,0.0,0.0779863481228669,0.004760259510921724,0.0020594143253728375,9.5,GRABISZYŃSKA (Cmentarz II),2,0.2926633600201117,0.06369898526035109,0.0,0.0012318448544158369,141.4375,Skarżyńskiego,3.0,0.06268176959989645,0.04633249022763854,0.006714650473416252,0.001294206700238117,58.0
,,,,,,,,,,,,,,Złotniki,2.0,0.0,0.041823007229797746,0.021411570501746708,0.0020265123942557247,5.0,Złotniki,2.0,0.0,0.041823007229797746,0.021411570501746708,0.0020265123942557247,5.0,OPORÓW,3,0.13873420349594448,0.06391200951248514,0.002325581395348837,0.0011891753124227769,117.9375,Graniczna (Strachowicka),3.0,0.06268176959989645,0.043640695219015646,0.00277525186361091,0.0013546686705290737,58.0
,,,,,,,,,,,,,,Maślice Małe (Brodnicka),3.0,0.014977569685449067,0.049593054801953335,0.05539560059887136,0.0026818581377187536,8.0,Maślice Małe (Brodnicka),3.0,0.014977569685449067,0.049593054801953335,0.05539560059887136,0.0026818581377187536,8.0,Solskiego,3,0.041179750155907247,0.06412646335098054,0.0,0.0012584570781873675,80.625,Rdestowa,2.0,0.0,0.04247918203857911,0.003495522710108965,0.0011260560052849247,38.75
,,,,,,,,,,,,,,Rędzińska (Cmentarz),2.0,0.0,0.05202048947068867,0.059522438481323665,0.0019460690887891866,5.5,Rędzińska (Cmentarz),2.0,0.0,0.05202048947068867,0.059522438481323665,0.0019460690887891866,5.5,Gajowa,3,0.011580955685363352,0.0680379746835443,0.0,0.0009508387184457742,106.25,Zarembowicza,3.0,0.1253635391997929,0.044910012815512344,0.0016784057457269238,0.0016312366786482544,77.5
,,,,,,,,,,,,,,Śliwowa,2.0,0.0449327090563472,0.04731338647893157,0.0,0.0017540383217004673,5.0,Śliwowa,2.0,0.0449327090563472,0.04731338647893157,0.0,0.0017540383217004673,5.0,Prudnicka,3,0.011580955685363352,0.0682919082029699,0.0,0.0016668043948121502,197.0625,Grawerska,3.0,0.02893771513661239,0.053430560159098445,0.007761663301635251,0.0018879008800646853,80.75
,,,,,,,,,,,,,,Maślicka (Osiedle),2.0,0.0,0.054684695464879744,0.06363008176897386,0.0019545265967054566,5.5,Maślicka (Osiedle),2.0,0.0,0.054684695464879744,0.06363008176897386,0.0019545265967054566,5.5,Gajowicka,4,0.0,0.07397849462365591,0.002531337141619514,0.0018559684887114638,190.75,Polanowicka,3.0,0.0,0.05632818505835488,0.033303022363330916,0.00160017965608731,59.75
,,,,,,,,,,,,,,Maślicka (Staw),3.0,0.014977569685449067,0.04736733001658375,0.04708434104956045,0.0028566353473534313,8.5,Maślicka (Staw),3.0,0.014977569685449067,0.04736733001658375,0.04708434104956045,0.0028566353473534313,8.5,Krucza,7,0.01277749566107014,0.07349171081866347,0.025630126972953946,0.0019392885280475518,186.5625,Grochowa,2.0,0.0,0.06530017013691972,0.0031163787124516436,0.0007420695767870884,37.0625
,,,,,,,,,,,,,,PILCZYCE,4.0,0.0,0.06077127659574468,0.09184613612806634,0.0023928910490421534,13.0,PILCZYCE,4.0,0.0,0.06077127659574468,0.09184613612806634,0.0023928910490421534,13.0,Mielecka,2,0.0,0.07258609047940581,0.00010829249803719846,0.001197614258175701,103.25,Stalowa,3.0,0.0,0.06453679237729201,0.0007151333939552733,0.001263379400794507,62.625
,,,,,,,,,,,,,,Mikołowska,2.0,0.0,0.04346172135045174,0.030231486813313373,0.0023977212750721324,5.0,Mikołowska,2.0,0.0,0.04346172135045174,0.030231486813313373,0.0023977212750721324,5.0,Gajowicka (szkoła),2,0.0,0.06897658004491498,0.00020304843381974713,0.0006968856120710615,46.625,Gromadzka,2.0,0.0,0.03856828404632022,0.024903287455882123,0.0011406449593141814,13.25
,,,,,,,,,,,,,,Niedziałkowskiego,2.0,0.0,0.041700885117255226,0.025970286767246345,0.0023155645071133235,5.0,Niedziałkowskiego,2.0,0.0,0.041700885117255226,0.025970286767246345,0.0023155645071133235,5.0,Gazowa,3,0.021727434933790053,0.05346596207646876,0.0007309743617510896,0.0008837465293990046,54.3125,RATYŃ,2.0,0.0,0.03960104161548666,0.02651542006380716,0.0008400962788094928,8.9375
,,,,,,,,,,,,,,Miłoszycka,2.0,0.0,0.04479952945789629,0.03462704902299513,0.0011880298769075593,1.0,Miłoszycka,2.0,0.0,0.04479952945789629,0.03462704902299513,0.0011880298769075593,1.0,Karwińska,5,0.022331167528725993,0.05603335939536096,0.03477272111974443,0.002234899877285551,139.0625,Ratyń - skrzyżowanie,5.0,0.0,0.03759854457246816,0.025763297011543854,0.0020820237837815914,36.8125
,,,,,,,,,,,,,,Moniuszki,2.0,0.0,0.06644373364350102,0.06467938628482219,0.0014190716531309957,4.5,Moniuszki,2.0,0.0,0.06644373364350102,0.06467938628482219,0.0014190716531309957,4.5,TARNOGAJ,5,0.0,0.052770448548812667,0.0007418036115548095,0.0013194614311967986,102.5625,Kurpiów,2.0,0.0,0.04999379729562089,0.004833315352249433,0.0011202009072656819,24.75
,,,,,,,,,,,,,,Złotostocka,2.0,0.0,0.05268011527377522,0.04758340051441515,0.0006365348626962065,1.0,Złotostocka,2.0,0.0,0.05268011527377522,0.04758340051441515,0.0006365348626962065,1.0,Wiaduktowa,3,0.021727434933790053,0.0532540714595331,0.005801770582342908,0.000992293208821371,50.5,Grzybowa,2.0,0.04365211273768523,0.0343329357641847,0.0,0.001182499798670104,11.375
,,,,,,,,,,,,,,Wyszyńskiego,5.0,0.0,0.07196850393700788,0.06594782909132789,0.003085381684384399,19.125,Wyszyńskiego,5.0,0.0,0.07196850393700788,0.06594782909132789,0.003085381684384399,19.125,Gałczyńskiego,2,0.0,0.0480688614387122,1.624387470557977e-05,0.0010306055061257292,24.875,Piłsudskiego,5.0,0.047600565951884645,0.07289499864339333,0.003156450842285344,0.0013891578504724915,113.0625
,,,,,,,,,,,,,,Muchobór Wielki,3.0,0.0,0.055616405013995375,0.026138239471764753,0.003032736451672848,10.75,Muchobór Wielki,3.0,0.0,0.055616405013995375,0.026138239471764753,0.003032736451672848,10.75,Grota-Roweckiego,2,0.0,0.04996514059958169,0.0022335327720172183,0.0010539505017865295,24.75,Góra Kapliczna,2.0,0.0,0.05129184166984854,0.0024813895781637717,0.0012452242252876393,13.125
,,,,,,,,,,,,,,Muchobór Wielki (Roślinna),2.0,0.0,0.056419753086419756,0.0,0.001966025554706623,7.25,Muchobór Wielki (Roślinna),2.0,0.0,0.056419753086419756,0.0,0.001966025554706623,7.25,Oboźna,2,0.0,0.050020357122084566,0.00010287787313533854,0.0009610835646867999,25.0,Witkowska,2.0,0.0,0.05405405405405406,0.004956614213276205,0.0010623645184407364,13.125
